Analog Data (All Points),,,,,,
"Memphis TN, City of - Gayoso+Pump+Station",,,,,,
6 Oct 2025 - 11 Oct 2025,,,,,,

,Channel 1,Channel 2,Channel 3,Channel 4,Channel 5,Channel 6
Date/Time,Flow Rate (GPM),Wet Well Level (Feet),Wet Well Level - Sea Level (Feet),Pump 1 Effluent Flow (GPM),Pump 2 Effluent Flow (GPM),Pump 3 Effluent Flow (GPM)
9 Oct 2025 02:08:28 PM,"10,923",13.67,208.56,-13,-13,"10,926"
9 Oct 2025 02:06:28 PM,"11,050",13.74,208.63,-13,-13,"10,953"
9 Oct 2025 02:04:28 PM,"11,178",13.89,208.70,-13,-13,"11,087"
9 Oct 2025 02:02:28 PM,"11,305",13.89,208.70,-13,-13,"11,195"
9 Oct 2025 02:00:28 PM,"11,432",13.89,208.70,-13,-13,"11,356"
9 Oct 2025 01:58:28 PM,"11,432",13.89,208.78,-13,-13,"11,437"
9 Oct 2025 01:56:28 PM,"11,623",14.03,208.78,-13,-13,"11,437"
9 Oct 2025 01:54:28 PM,"11,814",13.96,208.85,-13,-13,"11,652"
9 Oct 2025 01:52:28 PM,"11,942",14.03,208.85,-13,-13,"11,813"
9 Oct 2025 01:50:28 PM,"12,069",13.96,208.92,-13,-13,"11,947"
9 Oct 2025 01:48:28 PM,"12,197",14.03,208.99,-13,-13,"12,082"
9 Oct 2025 01:46:28 PM,"12,324",14.18,208.99,-13,-13,"12,216"
9 Oct 2025 01:44:28 PM,"12,642",14.26,209.06,-13,-13,"12,485"
9 Oct 2025 01:42:28 PM,"12,579",14.26,209.06,-13,-13,"12,458"
9 Oct 2025 01:40:28 PM,"12,706",14.26,209.06,-13,-13,"12,512"
9 Oct 2025 01:38:28 PM,"12,579",14.18,209.06,-13,-13,"12,539"
9 Oct 2025 01:36:28 PM,"12,579",14.26,208.99,-13,-13,"12,351"
9 Oct 2025 01:34:28 PM,"12,579",14.03,208.92,-13,-13,"12,378"
9 Oct 2025 01:32:28 PM,"12,770",14.18,208.99,-13,-13,"12,727"
9 Oct 2025 01:30:51 PM,-287,14.62,209.50,-13,-13,-13
9 Oct 2025 01:30:28 PM,-287,14.55,209.42,-13,-13,-13
9 Oct 2025 01:28:28 PM,-223,14.55,209.42,-13,-13,-13
9 Oct 2025 01:26:28 PM,-223,14.48,209.35,-13,-13,-13
9 Oct 2025 01:24:28 PM,-223,14.55,209.35,-13,-13,-13
9 Oct 2025 01:22:28 PM,-223,14.48,209.28,-13,-13,-13
9 Oct 2025 01:20:28 PM,-350,14.48,209.28,-13,-13,-13
9 Oct 2025 01:18:28 PM,-287,14.48,209.28,-13,-13,-13
9 Oct 2025 01:16:28 PM,-223,14.33,209.21,-13,-13,-13
9 Oct 2025 01:14:28 PM,-223,14.26,209.06,-13,-13,-13
9 Oct 2025 01:12:28 PM,-287,14.18,208.99,-13,-13,-13
9 Oct 2025 01:10:28 PM,-223,13.96,208.85,-13,-13,-13
9 Oct 2025 01:08:28 PM,-223,13.96,208.85,-13,-13,-13
9 Oct 2025 01:06:28 PM,-223,14.18,208.99,-13,-13,-13
9 Oct 2025 01:04:28 PM,-287,14.18,209.06,-13,-13,-13
9 Oct 2025 01:02:28 PM,-223,14.26,209.14,-13,-13,-13
9 Oct 2025 01:00:28 PM,-287,13.89,208.70,-13,-13,-13
9 Oct 2025 01:00:04 PM,"1,369",13.67,208.56,-13,"2,379",-13
9 Oct 2025 12:58:28 PM,"10,222",13.52,208.49,-13,"10,147",-13
9 Oct 2025 12:56:28 PM,"10,222",13.67,208.56,-13,"10,200",-13
9 Oct 2025 12:54:28 PM,"10,477",13.74,208.56,-13,"10,335",-13
9 Oct 2025 12:52:28 PM,"10,604",13.67,208.56,-13,"10,577",-13
9 Oct 2025 12:50:28 PM,"10,795",13.74,208.56,-13,"10,630",-13
