timestamp,sid,shortdesc,rjn_siteid,rjn_entityid,value
2025-04-29T23:20:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.56
2025-04-29T23:25:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.29
2025-04-29T23:25:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.1
2025-04-29T23:30:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.15
2025-04-29T23:30:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.0
2025-04-29T23:35:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.48
2025-04-29T23:35:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,52.43
2025-04-29T23:40:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.66
2025-04-29T23:40:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.69
2025-04-29T23:45:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.27
2025-04-29T23:45:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,50.75
2025-04-29T23:50:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.48
2025-04-29T23:50:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.31
2025-04-29T23:55:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.99
2025-04-29T23:55:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.06
2025-04-30T00:00:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.61
2025-04-30T00:00:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.01
2025-04-30T00:05:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.4
2025-04-30T00:05:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,49.99
2025-04-30T00:10:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.11
2025-04-30T00:10:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,50.3
2025-04-30T00:15:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,59.8
2025-04-30T00:15:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,50.43
2025-04-30T00:20:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.0
2025-04-30T00:20:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,49.47
2025-04-30T00:25:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.56
2025-04-30T00:25:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,49.32
2025-04-30T00:30:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.22
2025-04-30T00:30:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,48.7
2025-04-30T00:35:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.59
2025-04-30T00:35:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,49.97
2025-04-30T00:40:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.56
2025-04-30T00:40:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.34
2025-04-30T00:45:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.0
2025-04-30T00:45:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.32
2025-04-30T00:50:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.92
2025-04-30T00:50:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,52.07
2025-04-30T00:55:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.28
2025-04-30T00:55:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.77
2025-04-30T01:00:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.75
2025-04-30T01:00:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.88
2025-04-30T01:05:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.67
2025-04-30T01:05:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,52.05
2025-04-30T01:10:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.82
2025-04-30T01:10:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.07
2025-04-30T01:15:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.31
2025-04-30T01:15:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,50.78
2025-04-30T01:20:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.28
2025-04-30T01:20:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,50.46
2025-04-30T01:25:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.69
2025-04-30T01:25:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,50.44
2025-04-30T01:30:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,64.5
2025-04-30T01:30:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,51.13
2025-04-30T01:35:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,65.66
2025-04-30T01:35:00,8528,EFF,47EE48FD-904F-4EDA-9ED9-C622D1944194,198,52.51
2025-04-30T01:40:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,65.69
