,,\I-0300A.UNIT1@NET1\,\I-5005A.UNIT1@NET1\,\FI-405/415.UNIT1@NET1\
Date,,VALUE(\I-0300A.UNIT1@NET1\),VALUE(\I-5005A.UNIT1@NET1\),VALUE(\FI-405/415.UNIT1@NET1\)
11/24/2024,2024-11-24T21:00:00,183.0505371,84.55921936,63.56045532
11/24/2024,2024-11-24T22:00:00,183.0192261,86.26108551,63.54603958
11/24/2024,2024-11-24T23:00:00,182.9671783,79.16718292,63.87736511
11/25/2024,2024-11-25T00:00:00,183.0335541,88.53818512,64.0305481
11/25/2024,2024-11-25T01:00:00,183.0122986,85.46331024,62.06217575
11/25/2024,2024-11-25T02:00:00,182.9891205,84.87906647,63.17018127
11/25/2024,2024-11-25T03:00:00,182.9208679,76.06156921,62.84337234
11/25/2024,2024-11-25T04:00:00,182.9617157,79.2090683,58.37113953
11/25/2024,2024-11-25T05:00:00,182.8700867,71.98114777,53.55729294
11/25/2024,2024-11-25T06:00:00,183.9109955,68.24655914,53.10532761
11/25/2024,2024-11-25T07:00:00,183.7908478,64.1326828,47.8671875
11/25/2024,2024-11-25T08:00:00,183.7176361,62.13432312,50.34875107
11/25/2024,2024-11-25T09:00:00,184.0953522,74.6905365,51.48493958
11/25/2024,2024-11-25T10:00:00,183.8625183,66.95681763,53.04386139
11/25/2024,2024-11-25T11:00:00,184.1009521,73.20799255,52.48838043
11/25/2024,2024-11-25T12:00:00,183.0934143,87.00934601,51.33683395
11/25/2024,2024-11-25T13:00:00,183.0249481,76.80730438,56.30434799
11/25/2024,2024-11-25T14:00:00,183.0831604,84.93295288,61.33852386
11/25/2024,2024-11-25T15:00:00,183.0828552,85.73258972,61.91844177
11/25/2024,2024-11-25T16:00:00,183.0948181,86.58942413,64.75
11/25/2024,2024-11-25T17:00:00,183.0921936,85.06199646,66.00795746
11/25/2024,2024-11-25T18:00:00,183.08815,84.3276825,64.5
11/25/2024,2024-11-25T19:00:00,183.0479584,81.0772171,62.0703125
11/25/2024,2024-11-25T20:00:00,183.0840759,83.55787659,62.83578491
11/25/2024,2024-11-25T21:00:00,183.0645294,82.84250641,58.625
11/25/2024,2024-11-25T22:00:00,183.076828,82.94166565,61.41604614
11/25/2024,2024-11-25T23:00:00,183.1189728,85.77344513,62.57474136
11/26/2024,2024-11-26T00:00:00,183.0937042,83.08129883,59.60839844
11/26/2024,2024-11-26T01:00:00,183.0178375,76.92913055,61.39759064
11/26/2024,2024-11-26T02:00:00,183.0762482,83.99150085,59.73611069
11/26/2024,2024-11-26T03:00:00,183.0261993,78.6044693,60.49892426
11/26/2024,2024-11-26T04:00:00,182.9179535,72.68687439,55.80180359
11/26/2024,2024-11-26T05:00:00,182.8799438,67.79961395,55.15243912
11/26/2024,2024-11-26T06:00:00,182.9176788,69.30729675,50.2766571
11/26/2024,2024-11-26T07:00:00,182.8973694,68.79167175,47.97805405
11/26/2024,2024-11-26T08:00:00,183.8599091,66.30528259,39.20396042
11/26/2024,2024-11-26T09:00:00,183.9479523,68.21155548,43.79182816
11/26/2024,2024-11-26T10:00:00,183.8583069,66.47272491,42.95094681
11/26/2024,2024-11-26T11:00:00,183.4871216,79.72302246,36.60757446
11/26/2024,2024-11-26T12:00:00,183.5484009,82.72451019,47.8063736
11/26/2024,2024-11-26T13:00:00,183.6068726,84.06895447,54.23716736
11/26/2024,2024-11-26T14:00:00,183.2079163,89.41361237,61.10335922
11/26/2024,2024-11-26T15:00:00,183.1055756,81.41147614,66.75
11/26/2024,2024-11-26T16:00:00,183.2196198,89.69021606,66.1445694
11/26/2024,2024-11-26T17:00:00,183.2172546,87.78699493,67.53033447
11/26/2024,2024-11-26T18:00:00,183.1748505,86.79427338,67.6295166
11/26/2024,2024-11-26T19:00:00,183.1503754,81.61825562,64.13665771
11/26/2024,2024-11-26T20:00:00,183.1140442,76.44625092,59.86696625
11/26/2024,2024-11-26T21:00:00,183.1378479,83.5052948,62.20038223
11/26/2024,2024-11-26T22:00:00,183.1719971,81.58724213,63.07259369
11/26/2024,2024-11-26T23:00:00,183.1678772,82.57637024,63.48859787
11/27/2024,2024-11-27T00:00:00,183.111084,81.1245575,62.77955627
11/27/2024,2024-11-27T01:00:00,183.1503601,84.26542664,59.01195145
11/27/2024,2024-11-27T02:00:00,183.146759,80.00779724,61.79037857
11/27/2024,2024-11-27T03:00:00,183.0665588,71.07259369,58.62543106
11/27/2024,2024-11-27T04:00:00,183.1055603,76.7549057,56.20847702
11/27/2024,2024-11-27T05:00:00,183.5851898,68.61188507,49.97740936
11/27/2024,2024-11-27T06:00:00,183.6381531,70.39382935,52
11/27/2024,2024-11-27T07:00:00,183.4719391,61.93487549,46.80228043
11/27/2024,2024-11-27T08:00:00,183.4967346,65.80685425,46.46141815
11/27/2024,2024-11-27T09:00:00,183.8271027,78.13996124,35.81081009
11/27/2024,2024-11-27T10:00:00,183.6732788,72.0388031,37.85157776
11/27/2024,2024-11-27T11:00:00,183.8598785,78.56311035,38.02237701
11/27/2024,2024-11-27T12:00:00,184.103775,80.80329895,41.8846817
11/27/2024,2024-11-27T13:00:00,183.1080322,79.0848465,48.65135956
11/27/2024,2024-11-27T14:00:00,183.2498169,89.60755157,49.34218216
11/27/2024,2024-11-27T15:00:00,183.1464996,82.37627411,49.78064346
11/27/2024,2024-11-27T16:00:00,183.2775116,90.40950775,51.9858017
11/27/2024,2024-11-27T17:00:00,183.2884521,94.32616425,55.93221283
11/27/2024,2024-11-27T18:00:00,183.2842865,94.47774506,59.5603447
11/27/2024,2024-11-27T19:00:00,183.2467346,92.42676544,57.99203873
11/27/2024,2024-11-27T20:00:00,183.2876434,92.98709869,54.34556961
11/27/2024,2024-11-27T21:00:00,183.2794037,93.75952911,72.80392456
11/27/2024,2024-11-27T22:00:00,183.2406464,90.54975128,75.86383057
11/27/2024,2024-11-27T23:00:00,183.3094025,98.80181122,73.88571167
11/28/2024,2024-11-28T00:00:00,183.2584229,88.6478653,71.26087189
11/28/2024,2024-11-28T01:00:00,183.271286,92.96195984,73.52466583
11/28/2024,2024-11-28T02:00:00,183.2067108,88.03487396,73.42642212
11/28/2024,2024-11-28T03:00:00,183.2432556,89.77420807,68.5
11/28/2024,2024-11-28T04:00:00,187.125,-0.015262,70
11/28/2024,2024-11-28T05:00:00,187.125,104.1224136,70
11/28/2024,2024-11-28T06:00:00,187.125,119.6272736,70
11/28/2024,2024-11-28T07:00:00,183.0368652,73.19833374,70
11/28/2024,2024-11-28T08:00:00,184.1664276,72.69863129,70
11/28/2024,2024-11-28T09:00:00,183.9519348,68.48537445,70
11/28/2024,2024-11-28T10:00:00,184.0344696,71.17649841,70
11/28/2024,2024-11-28T11:00:00,183.7898712,62.53677368,70
11/28/2024,2024-11-28T12:00:00,184.1678162,73.60245514,70
11/28/2024,2024-11-28T13:00:00,183.9060059,65.75283051,70
11/28/2024,2024-11-28T14:00:00,184.6210022,77.54514313,70
11/28/2024,2024-11-28T15:00:00,183.3975983,72.28723907,70
11/28/2024,2024-11-28T16:00:00,183.855072,89.05118561,70
11/28/2024,2024-11-28T17:00:00,183.4840546,75.13192749,70
11/28/2024,2024-11-28T18:00:00,183.22052,88.41007996,70
11/28/2024,2024-11-28T19:00:00,183.0887299,76.55890656,70
11/28/2024,2024-11-28T20:00:00,183.2227936,89.41930389,70
11/28/2024,2024-11-28T21:00:00,183.0775452,72.92293549,70
11/28/2024,2024-11-28T22:00:00,183.1369934,81.15104675,70
11/28/2024,2024-11-28T23:00:00,183.0329285,68.95981598,70
11/29/2024,2024-11-29T00:00:00,183.1162415,80.09879303,70
11/29/2024,2024-11-29T01:00:00,182.999939,66.34707642,70
11/29/2024,2024-11-29T02:00:00,183.1137238,78.73406982,70
11/29/2024,2024-11-29T03:00:00,182.9723816,63.66822815,70
11/29/2024,2024-11-29T04:00:00,183.6752472,69.99370575,70
11/29/2024,2024-11-29T05:00:00,183.4642792,59.89540863,70
11/29/2024,2024-11-29T06:00:00,183.4301758,59.9327507,70
11/29/2024,2024-11-29T07:00:00,183.2529907,52.40878677,70
11/29/2024,2024-11-29T08:00:00,183.4293671,58.54680634,70
11/29/2024,2024-11-29T09:00:00,183.4300842,58.9257431,70
11/29/2024,2024-11-29T10:00:00,183.4565887,60.8229599,70
11/29/2024,2024-11-29T11:00:00,183.3542023,55.47673416,70
11/29/2024,2024-11-29T12:00:00,183.630249,67.73680878,70
11/29/2024,2024-11-29T13:00:00,183.3983002,57.46837234,70
11/29/2024,2024-11-29T14:00:00,183.8606415,76.52107239,70
11/29/2024,2024-11-29T15:00:00,183.5415344,63.68508911,70
11/29/2024,2024-11-29T16:00:00,183.9920197,79.49816132,70
11/29/2024,2024-11-29T17:00:00,183.6676941,70.46054077,70
11/29/2024,2024-11-29T18:00:00,184.1226959,79.41928864,70
11/29/2024,2024-11-29T19:00:00,183.1090698,79.06452942,70
11/29/2024,2024-11-29T20:00:00,183.1564026,81.96446228,70
11/29/2024,2024-11-29T21:00:00,183.0532684,72.69920349,70
11/29/2024,2024-11-29T22:00:00,183.1051941,80.51230621,70
11/29/2024,2024-11-29T23:00:00,183.048645,71.12940216,70
11/30/2024,2024-11-30T00:00:00,183.1934814,85.81410217,70
11/30/2024,2024-11-30T01:00:00,183.0871582,76.17654419,70
11/30/2024,2024-11-30T02:00:00,183.1388245,80.49388885,70
11/30/2024,2024-11-30T03:00:00,183.1398621,82.46248627,70
11/30/2024,2024-11-30T04:00:00,183.105896,78.02388,70
11/30/2024,2024-11-30T05:00:00,183.6420135,68.01172638,70
11/30/2024,2024-11-30T06:00:00,183.7578583,75.08575439,70
11/30/2024,2024-11-30T07:00:00,183.6735992,70.20599365,70
11/30/2024,2024-11-30T08:00:00,183.5445404,65.24184418,70
11/30/2024,2024-11-30T09:00:00,183.561264,64.59005737,70
11/30/2024,2024-11-30T10:00:00,183.6165924,67.62722015,70
11/30/2024,2024-11-30T11:00:00,183.6009521,67.10211945,70
11/30/2024,2024-11-30T12:00:00,183.6875,70.01080322,70
11/30/2024,2024-11-30T13:00:00,183.7589722,72.83666229,70
11/30/2024,2024-11-30T14:00:00,183.8527527,76.59466553,70
11/30/2024,2024-11-30T15:00:00,183.8545837,76.01514435,70
11/30/2024,2024-11-30T16:00:00,184.9012756,81.53346252,70
11/30/2024,2024-11-30T17:00:00,183.7099915,84.2322998,70
11/30/2024,2024-11-30T18:00:00,183.7454376,85.72990417,70
11/30/2024,2024-11-30T19:00:00,183.7669983,86.31807709,70
11/30/2024,2024-11-30T20:00:00,183.7828369,86.62429047,70
11/30/2024,2024-11-30T21:00:00,183.7573242,87.05053711,61.86725616
11/30/2024,2024-11-30T22:00:00,183.19104,87.35084534,60.00692368
11/30/2024,2024-11-30T23:00:00,183.128418,81.0194397,58.33240128
12/1/2024,2024-12-01T00:00:00,183.152298,83.33423615,58.54066086
12/1/2024,2024-12-01T01:00:00,183.1249084,81.26399994,57.92233276
12/1/2024,2024-12-01T02:00:00,183.1289673,81.06668854,56.625
12/1/2024,2024-12-01T03:00:00,183.1014709,77.32502747,55.37134171
12/1/2024,2024-12-01T04:00:00,183.1126556,77.96425629,54.44384766
12/1/2024,2024-12-01T05:00:00,183.0871429,72.46399689,51.86919022
12/1/2024,2024-12-01T06:00:00,183.0062103,66.32498932,48.35922241
12/1/2024,2024-12-01T07:00:00,183.8814087,64.85539246,43.18653107
12/1/2024,2024-12-01T08:00:00,183.9973907,68.34745789,41.17233276
12/1/2024,2024-12-01T09:00:00,183.9774933,68.56013489,44.39944077
12/1/2024,2024-12-01T10:00:00,183.980072,67.43694305,43.64006042
12/1/2024,2024-12-01T11:00:00,183.9858551,68.10354614,44.63015366
12/1/2024,2024-12-01T12:00:00,184.0194702,69.10837555,43.65489197
12/1/2024,2024-12-01T13:00:00,184.1721344,74.41537476,45.84807587
12/1/2024,2024-12-01T14:00:00,184.3338165,76.0322113,48.36346054
12/1/2024,2024-12-01T15:00:00,183.1414642,81.79090118,53.64293671
12/1/2024,2024-12-01T16:00:00,183.1490784,83.03067017,56.61058426
12/1/2024,2024-12-01T17:00:00,183.1832886,84.05766296,58.00126266
12/1/2024,2024-12-01T18:00:00,183.1752777,85.27236176,58.11854553
12/1/2024,2024-12-01T19:00:00,183.1748657,84.59267426,59.70288467
12/1/2024,2024-12-01T20:00:00,183.1890259,85.89990997,60.32617188
12/1/2024,2024-12-01T21:00:00,183.1920776,86.31048584,60.45331192
12/1/2024,2024-12-01T22:00:00,183.2036896,86.12060547,59.87162018
12/1/2024,2024-12-01T23:00:00,183.200882,87.58292389,59.61402893
12/2/2024,2024-12-02T00:00:00,183.1786804,86.43531036,60.875
12/2/2024,2024-12-02T01:00:00,183.1795959,84.78460693,61.70095062
12/2/2024,2024-12-02T02:00:00,183.1724243,84.85124207,59.67082596
12/2/2024,2024-12-02T03:00:00,183.1304626,81.6979599,59.64347839
12/2/2024,2024-12-02T04:00:00,183.0921021,79.69069672,55.97194672
12/2/2024,2024-12-02T05:00:00,183.0977783,75.04367828,52.75
12/2/2024,2024-12-02T06:00:00,183.709259,71.34249115,49.94422913
12/2/2024,2024-12-02T07:00:00,183.6721191,70.0056839,46.15490723
12/2/2024,2024-12-02T08:00:00,183.6638794,69.44544983,44.79216766
12/2/2024,2024-12-02T09:00:00,183.6920929,71.81954193,43.55932617
12/2/2024,2024-12-02T10:00:00,183.7815552,73.84400177,46.09789276
12/2/2024,2024-12-02T11:00:00,183.7789001,74.53376007,48.55401993
12/2/2024,2024-12-02T12:00:00,183.8213806,89.27264404,50.03915787
12/2/2024,2024-12-02T13:00:00,183.1419678,80.18740082,55.31619263
12/2/2024,2024-12-02T14:00:00,183.1807556,83.61087799,55.25
12/2/2024,2024-12-02T15:00:00,183.1263885,78.41905975,55.58683395
12/2/2024,2024-12-02T16:00:00,183.1456299,81.87831116,53.43434525
12/2/2024,2024-12-02T17:00:00,183.179184,82.21596527,55.30147171
12/2/2024,2024-12-02T18:00:00,183.1748047,84.11528015,57.94836426
12/2/2024,2024-12-02T19:00:00,183.1740112,84.40942383,56.9589119
12/2/2024,2024-12-02T20:00:00,183.1888885,86.57445526,59.78980255
12/2/2024,2024-12-02T21:00:00,183.1868744,86.16008759,61.033535
12/2/2024,2024-12-02T22:00:00,183.1330414,82.28679657,57.70783234
12/2/2024,2024-12-02T23:00:00,183.1542358,82.62059784,56.77500153
12/3/2024,2024-12-03T00:00:00,183.1755066,84.86242676,59.01109695
12/3/2024,2024-12-03T01:00:00,183.1328278,82.09609985,58.2053566
12/3/2024,2024-12-03T02:00:00,183.1637726,83.69338989,58.59659958
12/3/2024,2024-12-03T03:00:00,183.1717834,83.84264374,55.90533447
12/3/2024,2024-12-03T04:00:00,183.1351929,80.93264771,55.35528946
12/3/2024,2024-12-03T05:00:00,183.1055145,77.87013245,54.625
12/3/2024,2024-12-03T06:00:00,183.0726318,75.45311737,51.08369064
12/3/2024,2024-12-03T07:00:00,183.1168823,72.32845306,48.06674576
12/3/2024,2024-12-03T08:00:00,183.6863708,69.74163818,42.14129257
12/3/2024,2024-12-03T09:00:00,183.7693939,74.42771149,41.86400986
12/3/2024,2024-12-03T10:00:00,183.8753815,77.34455872,51.08932114
12/3/2024,2024-12-03T11:00:00,183.9072418,77.87352753,47.65000153
12/3/2024,2024-12-03T12:00:00,183.6279755,83.62283325,54.9217186
12/3/2024,2024-12-03T13:00:00,183.5806122,80.53037262,57.3310051
12/3/2024,2024-12-03T14:00:00,183.1468353,82.32756805,51.30378723
12/3/2024,2024-12-03T15:00:00,183.1754913,85.33708191,53.01119232
12/3/2024,2024-12-03T16:00:00,183.1058502,76.89109039,56.75606537
12/3/2024,2024-12-03T17:00:00,183.1783905,85.68992615,56.03649521
12/3/2024,2024-12-03T18:00:00,183.07901,79.64350128,58.83333206
12/3/2024,2024-12-03T19:00:00,183.1561279,82.72934723,55.43685532
12/3/2024,2024-12-03T20:00:00,183.1471405,82.50984192,56.72865677
12/3/2024,2024-12-03T21:00:00,183.1310883,82.0552597,58.97332001
12/3/2024,2024-12-03T22:00:00,183.1971893,86.49056244,56.76353455
12/3/2024,2024-12-03T23:00:00,183.1155701,81.55057526,60.51721191
12/4/2024,2024-12-04T00:00:00,183.188858,85.86671448,57.94247818
12/4/2024,2024-12-04T01:00:00,183.1620026,83.60089111,57.32087708
12/4/2024,2024-12-04T02:00:00,183.1268768,79.19908142,60.09375
12/4/2024,2024-12-04T03:00:00,183.1387329,82.38220215,56.05271149
12/4/2024,2024-12-04T04:00:00,183.0538025,71.05249786,53.74948883
12/4/2024,2024-12-04T05:00:00,183.0921173,74.91130829,50.83971786
12/4/2024,2024-12-04T06:00:00,183.1045074,75.06826782,50.70202255
12/4/2024,2024-12-04T07:00:00,183.5506439,63.45681763,43.49163818
12/4/2024,2024-12-04T08:00:00,183.6721954,69.91400909,45.30443192
12/4/2024,2024-12-04T09:00:00,183.603302,67.31866455,40.29216766
12/4/2024,2024-12-04T10:00:00,183.6891022,70.13243866,42.04561234
12/4/2024,2024-12-04T11:00:00,183.9880066,79.66912842,47.21962738
12/4/2024,2024-12-04T12:00:00,183.1069641,75.6348877,54.59955597
12/4/2024,2024-12-04T13:00:00,183.1772156,84.9162674,53.74096298
12/4/2024,2024-12-04T14:00:00,183.164032,85.52929688,57.3303566
12/4/2024,2024-12-04T15:00:00,183.1560974,82.67082214,58.63511276
12/4/2024,2024-12-04T16:00:00,183.191391,86.69480896,57.1322937
12/4/2024,2024-12-04T17:00:00,183.1233368,81.45713043,59.42103958
12/4/2024,2024-12-04T18:00:00,183.227005,89.87319183,62.3359375
12/4/2024,2024-12-04T19:00:00,183.2084503,87.16381073,63.10735703
12/4/2024,2024-12-04T20:00:00,183.1552734,81.34146881,59.58134842
12/4/2024,2024-12-04T21:00:00,183.2109375,88.56453705,62.52397156
12/4/2024,2024-12-04T22:00:00,183.2633362,92.80968475,59.72229385
12/4/2024,2024-12-04T23:00:00,183.1790771,87.40454102,65.83756256
12/5/2024,2024-12-05T00:00:00,183.2699738,91.99555206,63.1391983
12/5/2024,2024-12-05T01:00:00,183.2419586,90.44097137,65.9453125
12/5/2024,2024-12-05T02:00:00,183.1237488,80.01587677,63
12/5/2024,2024-12-05T03:00:00,183.1516876,83.9017334,62.99518204
12/5/2024,2024-12-05T04:00:00,183.1873322,88.01664734,57.19169617
12/5/2024,2024-12-05T05:00:00,183.0871887,74.94356537,57.76294327
12/5/2024,2024-12-05T06:00:00,183.0857391,77.58635712,54.11274338
12/5/2024,2024-12-05T07:00:00,183.1143036,80.82769775,48.12385559
12/5/2024,2024-12-05T08:00:00,183.0561829,71.9803772,47.84638596
12/5/2024,2024-12-05T09:00:00,183.5750732,80.19726563,48.78291702
12/5/2024,2024-12-05T10:00:00,181.973999,78.90074921,54.2005806
12/5/2024,2024-12-05T11:00:00,181.973999,79.5250473,51.61356354
12/5/2024,2024-12-05T12:00:00,181.973999,85.17445374,51.57736206
12/5/2024,2024-12-05T13:00:00,181.973999,85.18119049,55.42499924
12/5/2024,2024-12-05T14:00:00,181.973999,87.55852509,60.18232727
12/5/2024,2024-12-05T15:00:00,182.6660156,94.85037994,61.31785583
12/5/2024,2024-12-05T16:00:00,182.5436096,82.58354187,66.27884674
12/5/2024,2024-12-05T17:00:00,182.6132202,90.2035141,63.25
12/5/2024,2024-12-05T18:00:00,182.5784912,85.88218689,58.88132858
12/5/2024,2024-12-05T19:00:00,182.581955,88.86460876,61.43502426
12/5/2024,2024-12-05T20:00:00,182.5628052,82.49214172,61.375
12/5/2024,2024-12-05T21:00:00,182.654007,92.03608704,61.90877914
12/5/2024,2024-12-05T22:00:00,182.6061401,87.51300049,62.92160416
12/5/2024,2024-12-05T23:00:00,182.6329956,92.28178406,65.52310944
12/6/2024,2024-12-06T00:00:00,182.6354675,92.07751465,64.1830368
12/6/2024,2024-12-06T01:00:00,182.6390228,94.49768066,61.34208298
12/6/2024,2024-12-06T02:00:00,182.5494995,85.34658813,64.81150055
12/6/2024,2024-12-06T03:00:00,182.6611938,90.88213348,63.0625
12/6/2024,2024-12-06T04:00:00,182.5650177,80.29009247,60.22622681
12/6/2024,2024-12-06T05:00:00,182.5228424,77.19958496,59.33562851
12/6/2024,2024-12-06T06:00:00,182.5216217,80.75698853,56.24790573
12/6/2024,2024-12-06T07:00:00,182.5254974,80.20664978,53.26183319
12/6/2024,2024-12-06T08:00:00,182.4755859,76.57431793,53.18206406
12/6/2024,2024-12-06T09:00:00,182.5421295,81.38518524,50.89276123
12/6/2024,2024-12-06T10:00:00,182.5822296,85.23937988,51.45202255
12/6/2024,2024-12-06T11:00:00,182.6239471,90.33507538,59.3125
12/6/2024,2024-12-06T12:00:00,182.5331879,81.34008789,60.33203125
12/6/2024,2024-12-06T13:00:00,182.6612701,91.3731308,63.88726425
12/6/2024,2024-12-06T14:00:00,182.6829376,93.9392395,65.25383759
12/6/2024,2024-12-06T15:00:00,182.6647186,91.85443115,38.14724731
12/6/2024,2024-12-06T16:00:00,182.6901093,98.56803131,59.5078125
12/6/2024,2024-12-06T17:00:00,182.7103424,97.01088715,64.82424164
12/6/2024,2024-12-06T18:00:00,182.7677155,100.0809326,62.32921982
12/6/2024,2024-12-06T19:00:00,182.7108917,98.70872498,59.67835617
12/6/2024,2024-12-06T20:00:00,182.7722168,100.9200668,53.20073318
12/6/2024,2024-12-06T21:00:00,182.619278,91.98195648,54.59552383
12/6/2024,2024-12-06T22:00:00,182.7628784,101.5087357,54.48574448
12/6/2024,2024-12-06T23:00:00,182.7327728,101.6497269,56.27542496
12/7/2024,2024-12-07T00:00:00,182.74263,100.7472534,52.18567276
12/7/2024,2024-12-07T01:00:00,182.6434784,94.1034317,53.19490051
12/7/2024,2024-12-07T02:00:00,182.7164459,99.87239838,53.87059784
12/7/2024,2024-12-07T03:00:00,182.6975403,98.02484894,50.70672989
12/7/2024,2024-12-07T04:00:00,182.5876007,86.90607452,49.61082077
12/7/2024,2024-12-07T05:00:00,182.565155,87.4848175,52.27083206
12/7/2024,2024-12-07T06:00:00,182.6410828,92.36999512,47.1370697
12/7/2024,2024-12-07T07:00:00,182.6186829,85.59157562,47.72392273
12/7/2024,2024-12-07T08:00:00,182.5003815,74.61086273,43.31521606
12/7/2024,2024-12-07T09:00:00,182.5307617,86.19542694,41.72805405
12/7/2024,2024-12-07T10:00:00,182.5639648,83.59632874,38.7660675
12/7/2024,2024-12-07T11:00:00,187.125,-0.015262,1.367225051
12/7/2024,2024-12-07T12:00:00,187.125,-0.015262,0.423828006
12/7/2024,2024-12-07T13:00:00,187.125,-0.015262,0.423828006
12/7/2024,2024-12-07T14:00:00,187.125,-0.015262,0.423828006
12/7/2024,2024-12-07T15:00:00,187.125,-0.015262,0.423828006
12/7/2024,2024-12-07T16:00:00,187.125,-0.015262,0.423828006
12/7/2024,2024-12-07T17:00:00,187.125,61.39450455,0.026769338
12/7/2024,2024-12-07T18:00:00,187.125,66.07944489,0
12/7/2024,2024-12-07T19:00:00,187.125,106.7620621,5.96484375
12/7/2024,2024-12-07T20:00:00,187.125,100.5270691,57.11666489
12/7/2024,2024-12-07T21:00:00,187.125,98.48210144,78.6302948
12/7/2024,2024-12-07T22:00:00,187.125,94.61313629,76.75
12/7/2024,2024-12-07T23:00:00,187.125,102.3638916,80.43287659
12/8/2024,2024-12-08T00:00:00,187.125,104.0059586,81.08530426
12/8/2024,2024-12-08T01:00:00,187.125,99.16855621,81.70498657
12/8/2024,2024-12-08T02:00:00,187.125,98.84160614,79
12/8/2024,2024-12-08T03:00:00,187.125,103.0715332,76.84516907
12/8/2024,2024-12-08T04:00:00,187.125,99.95819092,82
12/8/2024,2024-12-08T05:00:00,187.125,101.6266022,83.29224396
12/8/2024,2024-12-08T06:00:00,187.125,97.82325745,81
12/8/2024,2024-12-08T07:00:00,187.125,96.26647949,78.75
12/8/2024,2024-12-08T08:00:00,187.125,94.26712036,77.39716339
12/8/2024,2024-12-08T09:00:00,187.125,91.62999725,73.96568298
12/8/2024,2024-12-08T10:00:00,187.125,100.3013687,65.82954407
12/8/2024,2024-12-08T11:00:00,187.125,102.6415634,79.7217865
12/8/2024,2024-12-08T12:00:00,187.125,99.06731415,83.43292999
12/8/2024,2024-12-08T13:00:00,187.125,96.34857941,82.61196136
12/8/2024,2024-12-08T14:00:00,187.125,93.38760376,78.12820435
12/8/2024,2024-12-08T15:00:00,187.125,89.97361755,80.5194397
12/8/2024,2024-12-08T16:00:00,187.125,89.12719727,74.40662384
12/8/2024,2024-12-08T17:00:00,187.125,88.70458221,72.25732422
12/8/2024,2024-12-08T18:00:00,187.125,92.43906403,74.01408386
12/8/2024,2024-12-08T19:00:00,187.125,95.74222565,76.19444275
12/8/2024,2024-12-08T20:00:00,187.125,99.39913177,79.75
12/8/2024,2024-12-08T21:00:00,187.125,103.1387482,83.92168427
12/8/2024,2024-12-08T22:00:00,187.125,105.9258194,86.39079285
12/8/2024,2024-12-08T23:00:00,187.125,114.843132,92.50616455
12/9/2024,2024-12-09T00:00:00,187.125,110.5852661,91.27581787
12/9/2024,2024-12-09T01:00:00,187.125,122.8461914,98.14668274
12/9/2024,2024-12-09T02:00:00,187.125,112.3626938,96.71982574
12/9/2024,2024-12-09T03:00:00,187.125,112.5756226,95.3125
12/9/2024,2024-12-09T04:00:00,187.125,112.1747131,91.30813599
12/9/2024,2024-12-09T05:00:00,187.125,111.0644073,89.90576935
12/9/2024,2024-12-09T06:00:00,187.125,112.4664612,89.8948288
12/9/2024,2024-12-09T07:00:00,187.125,110.0743942,90.51303101
12/9/2024,2024-12-09T08:00:00,187.125,109.3229294,88.58750153
12/9/2024,2024-12-09T09:00:00,187.125,108.2609558,82.75775909
12/9/2024,2024-12-09T10:00:00,187.125,106.4314041,83.89302063
12/9/2024,2024-12-09T11:00:00,187.125,105.5920486,85.1607132
12/9/2024,2024-12-09T12:00:00,187.125,105.7968903,83.31344604
12/9/2024,2024-12-09T13:00:00,187.125,104.5538712,83.73448181
12/9/2024,2024-12-09T14:00:00,187.125,104.9840012,85.13842773
12/9/2024,2024-12-09T15:00:00,187.125,100.2616577,86.5
12/9/2024,2024-12-09T16:00:00,187.125,103.0399628,82.92160034
12/9/2024,2024-12-09T17:00:00,187.125,101.2439957,85.80345154
12/9/2024,2024-12-09T18:00:00,187.125,102.1285095,85.56829071
12/9/2024,2024-12-09T19:00:00,187.125,104.0648956,88.50258636
12/9/2024,2024-12-09T20:00:00,187.125,99.47200012,87.82413483
12/9/2024,2024-12-09T21:00:00,187.125,101.8131943,85.91996765
12/9/2024,2024-12-09T22:00:00,187.125,101.9948196,85.73651886
12/9/2024,2024-12-09T23:00:00,187.125,100.496666,88.14753723
12/10/2024,2024-12-10T00:00:00,187.125,106.6888733,90.42105103
12/10/2024,2024-12-10T01:00:00,187.125,101.9565659,89.25
12/10/2024,2024-12-10T02:00:00,187.125,100.6235733,87.75
12/10/2024,2024-12-10T03:00:00,187.125,99.29586792,86.59810638
12/10/2024,2024-12-10T04:00:00,187.125,96.60882568,86.24046326
12/10/2024,2024-12-10T05:00:00,187.125,95.55201721,82.30999756
12/10/2024,2024-12-10T06:00:00,187.125,104.2248001,85.52616119
12/10/2024,2024-12-10T07:00:00,187.125,101.735405,87.6171875
12/10/2024,2024-12-10T08:00:00,187.125,101.4231033,86.84186554
12/10/2024,2024-12-10T09:00:00,187.125,108.6255264,87.1469574
12/10/2024,2024-12-10T10:00:00,187.125,106.2658844,92.46327209
12/10/2024,2024-12-10T11:00:00,187.125,101.6760483,89.58395386
12/10/2024,2024-12-10T12:00:00,187.125,100.353981,87.44137573
12/10/2024,2024-12-10T13:00:00,187.125,106.937645,90.89838409
12/10/2024,2024-12-10T14:00:00,187.125,101.7762146,87.63513184
