,,\I-0300A.UNIT1@NET1\,\I-5005A.UNIT1@NET1\,\FI-405/415.UNIT1@NET1\
Date,,VALUE(\I-0300A.UNIT1@NET1\),VALUE(\I-5005A.UNIT1@NET1\),VALUE(\FI-405/415.UNIT1@NET1\)
1/27/2025,2025-01-27T14:00:00,182.954361,84.9615097,63.35561371
1/27/2025,2025-01-27T15:00:00,182.9216614,87.90925598,63.60386658
1/27/2025,2025-01-27T16:00:00,182.9476318,89.01980591,66.40361786
1/27/2025,2025-01-27T17:00:00,182.8416138,77.60559845,64.17559814
1/27/2025,2025-01-27T18:00:00,182.8933563,84.86171722,62.11807251
1/27/2025,2025-01-27T19:00:00,182.8785095,84.90409851,61.44072342
1/27/2025,2025-01-27T20:00:00,182.9174652,87.89847565,63.04397964
1/27/2025,2025-01-27T21:00:00,182.8510742,79.57465363,63.09364319
1/27/2025,2025-01-27T22:00:00,182.9291687,87.99514008,63.82607269
1/27/2025,2025-01-27T23:00:00,182.8938141,86.61181641,61.2321434
1/28/2025,2025-01-28T00:00:00,182.9381866,88.1167984,64.13748169
1/28/2025,2025-01-28T01:00:00,182.9462891,93.33953094,65.98240662
1/28/2025,2025-01-28T02:00:00,182.8684387,78.68193817,64.23101044
1/28/2025,2025-01-28T03:00:00,182.8676758,81.78890991,65.09315491
1/28/2025,2025-01-28T04:00:00,182.8818207,80.39388275,58.72186661
1/28/2025,2025-01-28T05:00:00,182.8259735,76.91706085,58.26041794
1/28/2025,2025-01-28T06:00:00,182.7696686,72.33525085,56.33864212
1/28/2025,2025-01-28T07:00:00,182.8422241,79.00034332,52.62435532
1/28/2025,2025-01-28T08:00:00,182.9452667,66.16395569,51.16524506
1/28/2025,2025-01-28T09:00:00,183.1553497,75.248703,50.94749069
1/28/2025,2025-01-28T10:00:00,183.1010895,74.20903015,53.04950333
1/28/2025,2025-01-28T11:00:00,183.6218567,80.41711426,53.36919022
1/28/2025,2025-01-28T12:00:00,182.5433044,78.7564621,61.5
1/28/2025,2025-01-28T13:00:00,182.5661926,84.50927734,59.49010468
1/28/2025,2025-01-28T14:00:00,182.6026764,85.90861511,62.38554382
1/28/2025,2025-01-28T15:00:00,182.558136,88.88224792,65.43868256
1/28/2025,2025-01-28T16:00:00,182.5300751,85.76060486,66.30056
1/28/2025,2025-01-28T17:00:00,182.5607452,90.2118988,62.73023987
1/28/2025,2025-01-28T18:00:00,182.4625549,77.60648346,65.74913788
1/28/2025,2025-01-28T19:00:00,182.5206909,85.68934631,61.45188904
1/28/2025,2025-01-28T20:00:00,182.5437317,87.08481598,63.20790482
1/28/2025,2025-01-28T21:00:00,182.5817261,89.7706604,65.33239746
1/28/2025,2025-01-28T22:00:00,182.5021667,83.1641922,64.54203796
1/28/2025,2025-01-28T23:00:00,182.5583191,88.20285797,66.54130554
1/29/2025,2025-01-29T00:00:00,182.5559082,89.08203125,62.88788605
1/29/2025,2025-01-29T01:00:00,182.5800018,89.23064423,65.75
1/29/2025,2025-01-29T02:00:00,182.5616608,90.83174133,66.83419037
1/29/2025,2025-01-29T03:00:00,182.5645294,89.65395355,62.39522552
1/29/2025,2025-01-29T04:00:00,182.4442902,75.04488373,60.2306366
1/29/2025,2025-01-29T05:00:00,182.4838562,79.66455841,57.24939346
1/29/2025,2025-01-29T06:00:00,182.4495544,74.97911835,55.97358322
1/29/2025,2025-01-29T07:00:00,182.4174957,70.82431793,51.59375
1/29/2025,2025-01-29T08:00:00,182.3749695,70.40305328,53.7351799
1/29/2025,2025-01-29T09:00:00,182.4102325,70.20851898,49.49526596
1/29/2025,2025-01-29T10:00:00,182.4360199,72.81616974,49.09638596
1/29/2025,2025-01-29T11:00:00,182.4718018,78.7406311,53.90076447
1/29/2025,2025-01-29T12:00:00,182.4777374,77.33409882,56.90542984
1/29/2025,2025-01-29T13:00:00,182.4750061,79.23607635,55.35004425
1/29/2025,2025-01-29T14:00:00,182.5009613,83.55020905,58.28621674
1/29/2025,2025-01-29T15:00:00,182.5700378,89.19602203,62.96354294
1/29/2025,2025-01-29T16:00:00,182.5566559,88.44755554,67.70051575
1/29/2025,2025-01-29T17:00:00,182.4874878,82.63362885,65.6703949
1/29/2025,2025-01-29T18:00:00,182.5378418,86.73991394,65.56097412
1/29/2025,2025-01-29T19:00:00,182.4998169,84.25140381,60.96191788
1/29/2025,2025-01-29T20:00:00,182.5324249,85.26602936,61.93449402
1/29/2025,2025-01-29T21:00:00,182.572998,89.96881104,65.0357132
1/29/2025,2025-01-29T22:00:00,182.5314484,86.28766632,66.43048096
1/29/2025,2025-01-29T23:00:00,182.6094971,93.23565674,67.97336578
1/30/2025,2025-01-30T00:00:00,182.5778656,91.88622284,66.53872681
1/30/2025,2025-01-30T01:00:00,182.6107788,91.4475708,69.16773987
1/30/2025,2025-01-30T02:00:00,182.5951538,90.97184753,68.66699219
1/30/2025,2025-01-30T03:00:00,182.5527344,88.11235046,65.97110748
1/30/2025,2025-01-30T04:00:00,182.4042664,76.45433807,63.75719833
1/30/2025,2025-01-30T05:00:00,182.4720612,79.72167206,59.68954468
1/30/2025,2025-01-30T06:00:00,182.4375763,78.34577179,59.91953659
1/30/2025,2025-01-30T07:00:00,182.4536438,79.44178009,58.84574127
1/30/2025,2025-01-30T08:00:00,182.4879456,81.65955353,56.72645569
1/30/2025,2025-01-30T09:00:00,182.6098785,91.711586,63.15662766
1/30/2025,2025-01-30T10:00:00,182.6294861,93.22420502,67.80897522
1/30/2025,2025-01-30T11:00:00,182.8754272,115.7341003,79.8888855
1/30/2025,2025-01-30T12:00:00,182.9680634,124.1038818,95.71786499
1/30/2025,2025-01-30T13:00:00,183.1452026,138.21521,105.4736023
1/30/2025,2025-01-30T14:00:00,183.0021362,133.1365051,107.2817841
1/30/2025,2025-01-30T15:00:00,183.5536194,122.9937134,102.4477844
1/30/2025,2025-01-30T16:00:00,183.8770599,124.0094681,99.95833588
1/30/2025,2025-01-30T17:00:00,184.0572357,123.2192841,99.44854736
1/30/2025,2025-01-30T18:00:00,183.9639587,120.9965973,98.0063324
1/30/2025,2025-01-30T19:00:00,183.7531891,117.7813797,96.22022247
1/30/2025,2025-01-30T20:00:00,183.4516907,115.9687653,95.93859863
1/30/2025,2025-01-30T21:00:00,183.2883759,114.4126358,94.68203735
1/30/2025,2025-01-30T22:00:00,183.1380615,116.960968,93.66645813
1/30/2025,2025-01-30T23:00:00,183.5714874,119.9715576,95.74256134
1/31/2025,2025-01-31T00:00:00,187.125,121.9959793,96.82474518
1/31/2025,2025-01-31T01:00:00,187.125,125.6087494,98.3747406
1/31/2025,2025-01-31T02:00:00,187.125,122.2719955,99.125
1/31/2025,2025-01-31T03:00:00,187.125,121.6294937,96.09078979
1/31/2025,2025-01-31T04:00:00,187.125,112.1326904,96.77669525
1/31/2025,2025-01-31T05:00:00,187.125,112.6102676,90.60671234
1/31/2025,2025-01-31T06:00:00,187.125,105.8582916,88.96022797
1/31/2025,2025-01-31T07:00:00,187.125,104.3672104,83.58848572
1/31/2025,2025-01-31T08:00:00,187.125,100.416893,80.93222046
1/31/2025,2025-01-31T09:00:00,187.125,52.13159943,76.99519348
1/31/2025,2025-01-31T10:00:00,187.125,110.7449417,82.76331329
1/31/2025,2025-01-31T11:00:00,187.125,105.9950027,85.41906738
1/31/2025,2025-01-31T12:00:00,187.125,108.3938293,82.45887756
1/31/2025,2025-01-31T13:00:00,187.125,106.8947754,83.42247009
1/31/2025,2025-01-31T14:00:00,187.125,109.514389,84.53829956
1/31/2025,2025-01-31T15:00:00,186.3127899,105.8007889,84.07401276
1/31/2025,2025-01-31T16:00:00,185.2391357,104.0547104,81.52659607
1/31/2025,2025-01-31T17:00:00,184.6688843,101.9939575,80.21897888
1/31/2025,2025-01-31T18:00:00,183.9773865,100.6756821,79.49372101
1/31/2025,2025-01-31T19:00:00,182.6191711,94.60987091,76.53860474
1/31/2025,2025-01-31T20:00:00,182.5762329,93.74545288,71.90009308
1/31/2025,2025-01-31T21:00:00,182.661438,97.77307892,72.6953125
1/31/2025,2025-01-31T22:00:00,182.6269989,95.99169159,72.1421814
1/31/2025,2025-01-31T23:00:00,182.6515656,98.11630249,69.79948425
2/1/2025,2025-02-01T00:00:00,182.4573822,82.55384827,69.3189621
2/1/2025,2025-02-01T01:00:00,182.5507202,89.14329529,65.48213959
2/1/2025,2025-02-01T02:00:00,183.6768951,79.07637024,66.10032654
2/1/2025,2025-02-01T03:00:00,182.8827667,81.42755127,67.65885162
2/1/2025,2025-02-01T04:00:00,182.8990021,85.99193573,60.95159149
2/1/2025,2025-02-01T05:00:00,182.7590332,73.18318939,58.56626511
2/1/2025,2025-02-01T06:00:00,182.8082123,76.76031494,56.7179451
2/1/2025,2025-02-01T07:00:00,182.7889404,74.40859985,53.97310638
2/1/2025,2025-02-01T08:00:00,182.6464691,64.24234772,51.86497879
2/1/2025,2025-02-01T09:00:00,182.7339478,70.19464874,52.03865814
2/1/2025,2025-02-01T10:00:00,182.7649994,73.40692139,48.73493958
2/1/2025,2025-02-01T11:00:00,182.7766876,73.7299118,51.99074936
2/1/2025,2025-02-01T12:00:00,182.8410492,80.60282898,54.14500809
2/1/2025,2025-02-01T13:00:00,182.8296967,76.81191254,57.02603149
2/1/2025,2025-02-01T14:00:00,182.9014435,85.81861877,59.63871384
2/1/2025,2025-02-01T15:00:00,182.8722839,80.28224182,60.55852127
2/1/2025,2025-02-01T16:00:00,182.9129791,85.12046051,62.5
2/1/2025,2025-02-01T17:00:00,182.9478149,91.56224823,63.85889053
2/1/2025,2025-02-01T18:00:00,182.946991,91.55488586,68.13188171
2/1/2025,2025-02-01T19:00:00,182.932785,89.42425537,64.31117249
2/1/2025,2025-02-01T20:00:00,182.9068756,86.87954712,67.03485107
2/1/2025,2025-02-01T21:00:00,182.9551239,94.24286652,61.44964218
2/1/2025,2025-02-01T22:00:00,182.9539948,94.17952728,64.9493103
2/1/2025,2025-02-01T23:00:00,182.9754791,95.94957733,68.62478638
2/2/2025,2025-02-02T00:00:00,182.889679,84.57038879,66.69767761
2/2/2025,2025-02-02T01:00:00,182.935791,91.41506195,66.74748993
2/2/2025,2025-02-02T02:00:00,182.9154968,87.34373474,60.83612823
2/2/2025,2025-02-02T03:00:00,182.9078979,85.61330414,61.13000107
2/2/2025,2025-02-02T04:00:00,182.8968964,87.3536911,59.2899704
2/2/2025,2025-02-02T05:00:00,182.7949371,75.32792664,57.25430298
2/2/2025,2025-02-02T06:00:00,182.7608032,71.68703461,55.56700897
2/2/2025,2025-02-02T07:00:00,182.7969208,76.32893372,49.22869873
2/2/2025,2025-02-02T08:00:00,182.7556305,72.52839661,49.63888931
2/2/2025,2025-02-02T09:00:00,182.7367706,70.32975769,48.45374298
2/2/2025,2025-02-02T10:00:00,182.7846069,74.16610718,46.41609192
2/2/2025,2025-02-02T11:00:00,182.7669373,73.51568604,47.32685471
2/2/2025,2025-02-02T12:00:00,182.8046875,76.36549377,49.640625
2/2/2025,2025-02-02T13:00:00,182.8409729,81.58242798,56.13683319
2/2/2025,2025-02-02T14:00:00,182.8739777,84.00228119,60.78915787
2/2/2025,2025-02-02T15:00:00,182.8957977,83.60813904,57.55464554
2/2/2025,2025-02-02T16:00:00,182.8619232,82.91848755,64.08519745
2/2/2025,2025-02-02T17:00:00,182.9153595,87.16757202,62.4132309
2/2/2025,2025-02-02T18:00:00,182.9230194,87.39889526,66.06131744
2/2/2025,2025-02-02T19:00:00,182.9125824,88.67861938,67.25
2/2/2025,2025-02-02T20:00:00,182.9344635,90.57028961,64.02190399
2/2/2025,2025-02-02T21:00:00,182.8678436,81.5987854,67.56153107
2/2/2025,2025-02-02T22:00:00,182.9363708,89.02587891,66.21407318
2/2/2025,2025-02-02T23:00:00,182.9491425,89.48545074,66.68566895
2/3/2025,2025-02-03T00:00:00,182.8930969,85.25070953,68.27448273
2/3/2025,2025-02-03T01:00:00,182.9302979,90.240448,66.25691986
2/3/2025,2025-02-03T02:00:00,182.8925476,86.89653015,62.95704651
2/3/2025,2025-02-03T03:00:00,182.8923187,82.94896698,65.89089203
2/3/2025,2025-02-03T04:00:00,182.814209,76.2917099,63.59999847
2/3/2025,2025-02-03T05:00:00,182.8491974,79.87554169,57.36555099
2/3/2025,2025-02-03T06:00:00,182.7769928,64.81485748,53.88046265
2/3/2025,2025-02-03T07:00:00,183.0420227,72.07070923,51.56820297
2/3/2025,2025-02-03T08:00:00,183.0567474,71.98948669,50.53291702
2/3/2025,2025-02-03T09:00:00,182.9412231,67.35681152,47.3117485
2/3/2025,2025-02-03T10:00:00,183.1865387,77.86884308,51.36350632
2/3/2025,2025-02-03T11:00:00,183.064621,72.37667847,51.70180893
2/3/2025,2025-02-03T12:00:00,183.2505341,78.81093597,55
2/3/2025,2025-02-03T13:00:00,183.7407837,80.62773132,57.99863434
2/3/2025,2025-02-03T14:00:00,182.8925323,84.48430634,63.96908951
2/3/2025,2025-02-03T15:00:00,182.8332977,79.03762054,62.69270706
2/3/2025,2025-02-03T16:00:00,182.9042511,86.44316101,63.75
2/3/2025,2025-02-03T17:00:00,182.8433533,80.66000366,61.8571434
2/3/2025,2025-02-03T18:00:00,182.8834991,84.35227966,62.69684982
2/3/2025,2025-02-03T19:00:00,182.894989,85.51027679,63.45489502
2/3/2025,2025-02-03T20:00:00,182.8415985,79.55429077,65.02495575
2/3/2025,2025-02-03T21:00:00,182.9283752,88.28166199,63.68277359
2/3/2025,2025-02-03T22:00:00,182.8358307,80.19695282,64.17910767
2/3/2025,2025-02-03T23:00:00,182.9042969,86.94989014,64.04192352
2/4/2025,2025-02-04T00:00:00,182.9156799,88.48371887,65.85542297
2/4/2025,2025-02-04T01:00:00,182.845993,78.68578339,65.5512085
2/4/2025,2025-02-04T02:00:00,182.8583679,81.88845062,65.43051147
2/4/2025,2025-02-04T03:00:00,182.86409,80.80184937,60.02930832
2/4/2025,2025-02-04T04:00:00,182.8243408,77.74595642,60.12070465
2/4/2025,2025-02-04T05:00:00,182.6755524,67.58118439,56.47912979
2/4/2025,2025-02-04T06:00:00,182.7062836,69.36212158,53.125
2/4/2025,2025-02-04T07:00:00,182.740097,70.01330566,47.12607574
2/4/2025,2025-02-04T08:00:00,182.7114868,69.03736877,48.40576553
2/4/2025,2025-02-04T09:00:00,182.7361603,70.40037537,49.17447281
2/4/2025,2025-02-04T10:00:00,182.7567902,72.09603882,47.1703949
2/4/2025,2025-02-04T11:00:00,182.7531433,71.43118286,53.5
2/4/2025,2025-02-04T12:00:00,182.810318,76.29090881,52.73952103
2/4/2025,2025-02-04T13:00:00,182.8209991,77.00977325,57.09165192
2/4/2025,2025-02-04T14:00:00,182.8721313,83.56713867,63.00634766
2/4/2025,2025-02-04T15:00:00,182.801712,74.49917603,56.42254639
2/4/2025,2025-02-04T16:00:00,182.8767853,84.46788788,59.97121811
2/4/2025,2025-02-04T17:00:00,182.8020325,76.51782227,59.74208069
2/4/2025,2025-02-04T18:00:00,182.8657837,82.82578278,60.2693634
2/4/2025,2025-02-04T19:00:00,182.8593903,83.41810608,61.27689362
2/4/2025,2025-02-04T20:00:00,182.835968,79.80027008,62.89634323
2/4/2025,2025-02-04T21:00:00,182.9033203,86.13208771,62.34186935
2/4/2025,2025-02-04T22:00:00,182.8556213,82.0062561,61.31855011
2/4/2025,2025-02-04T23:00:00,182.9021149,85.56748962,63
2/5/2025,2025-02-05T00:00:00,182.8956299,86.87748718,66.23407745
2/5/2025,2025-02-05T01:00:00,182.8915863,85.19406128,62.30937958
2/5/2025,2025-02-05T02:00:00,182.8264465,77.89091492,64.27734375
2/5/2025,2025-02-05T03:00:00,182.889267,82.31201935,61.60649872
2/5/2025,2025-02-05T04:00:00,182.8247528,78.88826752,60.6882515
2/5/2025,2025-02-05T05:00:00,182.7145691,70.1865387,53.89082336
2/5/2025,2025-02-05T06:00:00,182.6673584,67.25508881,52.45741272
2/5/2025,2025-02-05T07:00:00,184.0829773,69.38968658,44.53098297
2/5/2025,2025-02-05T08:00:00,184.0511322,68.22969818,47.57680893
2/5/2025,2025-02-05T09:00:00,184.1193848,69.0344696,48.73343277
2/5/2025,2025-02-05T10:00:00,184.182724,71.41883087,47.71686935
2/5/2025,2025-02-05T11:00:00,184.2323456,72.02468109,52.26247787
2/5/2025,2025-02-05T12:00:00,184.3954926,76.02169037,51.65490723
2/5/2025,2025-02-05T13:00:00,184.5455475,79.3662796,56.74139404
2/5/2025,2025-02-05T14:00:00,183.8217468,109.0772781,53.55591965
2/5/2025,2025-02-05T15:00:00,182.8608704,82.83026886,66.47842407
2/5/2025,2025-02-05T16:00:00,182.8809509,83.97649384,59.69728851
2/5/2025,2025-02-05T17:00:00,182.8016663,76.9327774,61.56164551
2/5/2025,2025-02-05T18:00:00,182.8308258,81.31023407,57.66049957
2/5/2025,2025-02-05T19:00:00,182.8563385,80.71678925,59.4819603
2/5/2025,2025-02-05T20:00:00,182.8836975,84.60378265,61.60824585
2/5/2025,2025-02-05T21:00:00,182.8069458,75.16937256,59.85025787
2/5/2025,2025-02-05T22:00:00,182.8823395,83.78103638,63.46321106
2/5/2025,2025-02-05T23:00:00,182.8865814,85.17669678,60.12660217
2/6/2025,2025-02-06T00:00:00,182.8996735,87.47716522,64.49225616
2/6/2025,2025-02-06T01:00:00,182.9060822,87.17022705,66.44642639
2/6/2025,2025-02-06T02:00:00,182.8877716,85.51274872,61.92440033
2/6/2025,2025-02-06T03:00:00,182.8020325,76.87428284,62.25
2/6/2025,2025-02-06T04:00:00,182.8347168,82.00862122,60.03657532
2/6/2025,2025-02-06T05:00:00,182.8032532,77.49504852,58.17147064
2/6/2025,2025-02-06T06:00:00,182.6928253,67.63247681,54.38384628
2/6/2025,2025-02-06T07:00:00,182.7412262,71.68424988,52.30830383
2/6/2025,2025-02-06T08:00:00,182.9383087,68.16521454,47.26979446
2/6/2025,2025-02-06T09:00:00,183.064621,71.65737152,52.10483932
2/6/2025,2025-02-06T10:00:00,185.0640411,80.95375824,54.83908081
2/6/2025,2025-02-06T11:00:00,184.8838501,81.74919128,54.625
2/6/2025,2025-02-06T12:00:00,184.6263885,80.68552399,58.51742554
2/6/2025,2025-02-06T13:00:00,185.5629883,81.86360168,61.10735703
2/6/2025,2025-02-06T14:00:00,183.4531708,111.5370712,66.21578979
2/6/2025,2025-02-06T15:00:00,182.8889923,85.52203369,67.50353241
2/6/2025,2025-02-06T16:00:00,182.9174805,88.86139679,68.64071655
2/6/2025,2025-02-06T17:00:00,182.9250793,89.08109283,67.15948486
2/6/2025,2025-02-06T18:00:00,182.8452759,81.06413269,63.63970566
2/6/2025,2025-02-06T19:00:00,182.9191284,87.97047424,62.92499924
2/6/2025,2025-02-06T20:00:00,182.8982697,86.2984314,63.60767365
2/6/2025,2025-02-06T21:00:00,182.9309998,90.34762573,67.11717224
2/6/2025,2025-02-06T22:00:00,182.85849,83.33113861,63.31381989
2/6/2025,2025-02-06T23:00:00,182.9280243,89.69741821,65.70417023
2/7/2025,2025-02-07T00:00:00,182.901001,86.15116119,62.18889999
2/7/2025,2025-02-07T01:00:00,182.9168701,87.474823,63.12757874
2/7/2025,2025-02-07T02:00:00,182.9308624,89.65166473,66.5281601
2/7/2025,2025-02-07T03:00:00,182.8358459,79.42581177,60.77689362
2/7/2025,2025-02-07T04:00:00,182.8214111,78.61383057,61.96084213
2/7/2025,2025-02-07T05:00:00,182.8385468,79.3249054,58.61726761
2/7/2025,2025-02-07T06:00:00,182.7830353,73.96788788,56.82594681
2/7/2025,2025-02-07T07:00:00,182.9015045,55.71749878,48.99484634
2/7/2025,2025-02-07T08:00:00,182.9940948,69.87303162,51.10950851
2/7/2025,2025-02-07T09:00:00,183.0484924,72.43881226,48.97869873
2/7/2025,2025-02-07T10:00:00,183.1438446,75.96749878,53.69185638
2/7/2025,2025-02-07T11:00:00,183.6807098,80.60507202,56.18739319
2/7/2025,2025-02-07T12:00:00,182.8816376,84.9883728,61.75
2/7/2025,2025-02-07T13:00:00,182.8609314,80.14156342,58.61666489
2/7/2025,2025-02-07T14:00:00,182.9170227,87.20740509,61.71622086
2/7/2025,2025-02-07T15:00:00,182.9436493,89.78286743,64.28204346
2/7/2025,2025-02-07T16:00:00,182.923996,87.6410675,67.09703064
2/7/2025,2025-02-07T17:00:00,182.8817139,83.0386734,62.99892426
2/7/2025,2025-02-07T18:00:00,182.8812256,85.18616486,65.77016449
2/7/2025,2025-02-07T19:00:00,182.8961639,85.60103607,62.7745285
2/7/2025,2025-02-07T20:00:00,182.913147,87.72376251,64.69018555
2/7/2025,2025-02-07T21:00:00,182.9369812,88.33196259,65.625
2/7/2025,2025-02-07T22:00:00,182.9073334,88.20597839,62.7969017
2/7/2025,2025-02-07T23:00:00,182.8755188,83.57891846,66.09122467
2/8/2025,2025-02-08T00:00:00,182.9175415,88.3865509,65.06136322
2/8/2025,2025-02-08T01:00:00,182.8962555,85.82537842,65.61036682
2/8/2025,2025-02-08T02:00:00,182.8166351,78.94020844,63.70059967
2/8/2025,2025-02-08T03:00:00,182.8804779,83.88637543,63.25494766
2/8/2025,2025-02-08T04:00:00,182.8538818,78.95263672,60.11833191
2/8/2025,2025-02-08T05:00:00,182.7870789,75.15686035,59.30314255
2/8/2025,2025-02-08T06:00:00,182.6508484,65.38837433,53.36574173
2/8/2025,2025-02-08T07:00:00,182.9558258,68.6060791,48.14672852
2/8/2025,2025-02-08T08:00:00,182.8148346,63.10258102,43.26871872
2/8/2025,2025-02-08T09:00:00,182.867157,65.52373505,46.83562851
2/8/2025,2025-02-08T10:00:00,182.9252777,67.80684662,48.14328766
2/8/2025,2025-02-08T11:00:00,182.9222107,67.43103027,44.93779373
2/8/2025,2025-02-08T12:00:00,182.9450226,67.9635849,50.35240936
2/8/2025,2025-02-08T13:00:00,183.173172,76.4991684,52.70044327
2/8/2025,2025-02-08T14:00:00,183.2725067,79.38769531,57.11626434
2/8/2025,2025-02-08T15:00:00,183.9578857,80.72885895,59.54001617
2/8/2025,2025-02-08T16:00:00,183.9461517,79.98484802,60.47848511
2/8/2025,2025-02-08T17:00:00,182.8800812,84.30236053,66.93395233
2/8/2025,2025-02-08T18:00:00,182.9109344,85.34796906,61.82787704
2/8/2025,2025-02-08T19:00:00,182.8911896,85.09616852,62.33842468
2/8/2025,2025-02-08T20:00:00,182.9023132,85.39349365,64.01612854
2/8/2025,2025-02-08T21:00:00,182.8905487,85.88371277,61.25
2/8/2025,2025-02-08T22:00:00,182.8372955,78.5293808,60.9610405
2/8/2025,2025-02-08T23:00:00,182.8851318,84.00180817,61.79761887
2/9/2025,2025-02-09T00:00:00,182.8862762,83.55873108,62.375
2/9/2025,2025-02-09T01:00:00,182.8392792,78.88166809,62.3125
2/9/2025,2025-02-09T02:00:00,182.8758087,82.85603333,60.89240646
2/9/2025,2025-02-09T03:00:00,182.855835,79.66162109,57.97612
2/9/2025,2025-02-09T04:00:00,182.8200073,79.24921417,58.29375076
2/9/2025,2025-02-09T05:00:00,182.773819,74.67654419,55.93437958
2/9/2025,2025-02-09T06:00:00,182.8064575,75.60456085,52.48343277
2/9/2025,2025-02-09T07:00:00,182.8556061,62.5340004,46.65206146
2/9/2025,2025-02-09T08:00:00,182.9613342,68.62062836,46.56002426
2/9/2025,2025-02-09T09:00:00,182.9524994,67.89448547,47.65270615
2/9/2025,2025-02-09T10:00:00,182.9759827,70.39552307,45.04754639
2/9/2025,2025-02-09T11:00:00,182.8992767,66.92443848,48.85967636
2/9/2025,2025-02-09T12:00:00,183.1030273,72.475914,49.93070984
2/9/2025,2025-02-09T13:00:00,183.2236328,78.58183289,54.22227859
2/9/2025,2025-02-09T14:00:00,182.908783,90.72028351,62.35572815
2/9/2025,2025-02-09T15:00:00,182.8922272,85.06549835,65.29347992
2/9/2025,2025-02-09T16:00:00,182.9717865,92.6362381,67.59875488
2/9/2025,2025-02-09T17:00:00,182.9307556,87.84719086,66.34722137
2/9/2025,2025-02-09T18:00:00,182.9612732,93.25409698,68.37825012
2/9/2025,2025-02-09T19:00:00,182.9743958,96.31082916,70.33084106
2/9/2025,2025-02-09T20:00:00,182.9406128,91.04184723,70.62692261
2/9/2025,2025-02-09T21:00:00,182.9936066,96.54320526,71.82608795
2/9/2025,2025-02-09T22:00:00,182.9335327,89.16975403,67.69999695
2/9/2025,2025-02-09T23:00:00,182.9541779,91.28099823,69.32444
2/10/2025,2025-02-10T00:00:00,182.9698181,93.30630493,67.30091095
2/10/2025,2025-02-10T01:00:00,182.8730011,81.16936493,63.66458511
2/10/2025,2025-02-10T02:00:00,182.8627625,82.79000092,64.92672729
2/10/2025,2025-02-10T03:00:00,182.8996887,86.45732117,62.19664383
2/10/2025,2025-02-10T04:00:00,182.8487244,80.79024506,60.54130936
2/10/2025,2025-02-10T05:00:00,182.744751,70.62794495,55.36144638
2/10/2025,2025-02-10T06:00:00,183.0653381,73.18819427,54.52732468
2/10/2025,2025-02-10T07:00:00,183.0647125,73.95376587,50.23456955
2/10/2025,2025-02-10T08:00:00,183.0531769,72.70661163,52.36833191
2/10/2025,2025-02-10T09:00:00,183.0417786,72.02055359,50.98857498
2/10/2025,2025-02-10T10:00:00,183.1232605,75.74404144,52.18222809
2/10/2025,2025-02-10T11:00:00,183.5078583,80.14440918,56.27910995
2/10/2025,2025-02-10T12:00:00,183.3607788,78.69907379,57.88145447
2/10/2025,2025-02-10T13:00:00,184.0569458,80.74440765,58.06949234
2/10/2025,2025-02-10T14:00:00,183.7074127,79.13809967,59.06260681
2/10/2025,2025-02-10T15:00:00,184.3609924,81.02387238,58.64540482
2/10/2025,2025-02-10T16:00:00,187.125,9.166845322,10.42131329
2/10/2025,2025-02-10T17:00:00,187.125,109.158226,68.69736481
2/10/2025,2025-02-10T18:00:00,187.125,104.1870499,80.91573334
2/10/2025,2025-02-10T19:00:00,187.125,101.0831909,76.35526276
2/10/2025,2025-02-10T20:00:00,185.4940033,98.43641663,75.73192596
2/10/2025,2025-02-10T21:00:00,182.7359772,101.1488342,82.06760406
2/10/2025,2025-02-10T22:00:00,182.5992889,91.14808655,74.78213501
2/10/2025,2025-02-10T23:00:00,182.7033539,98.08639526,73.41912079
2/11/2025,2025-02-11T00:00:00,182.5774689,90.81144714,69.25
2/11/2025,2025-02-11T01:00:00,182.6425476,93.56880188,69.17340851
2/11/2025,2025-02-11T02:00:00,182.6538391,95.15573883,71.54319763
2/11/2025,2025-02-11T03:00:00,182.4557953,78.97711182,65.79637909
2/11/2025,2025-02-11T04:00:00,182.4585419,80.04558563,63.61016846
2/11/2025,2025-02-11T05:00:00,182.4701233,79.55066681,58.81829834
2/11/2025,2025-02-11T06:00:00,182.5200806,83.41793823,62.34703064
2/11/2025,2025-02-11T07:00:00,182.8368225,110.5804977,71.34433746
2/11/2025,2025-02-11T08:00:00,183.1386871,134.1744995,95.80754852
2/11/2025,2025-02-11T09:00:00,186.5622864,125.0344009,103.2978287
2/11/2025,2025-02-11T10:00:00,187.125,130.6305542,105.4739609
2/11/2025,2025-02-11T11:00:00,187.125,136.0362091,106.2477493
2/11/2025,2025-02-11T12:00:00,187.125,130.9697113,107.9352264
2/11/2025,2025-02-11T13:00:00,187.125,134.9175415,106.3499985
2/11/2025,2025-02-11T14:00:00,187.125,138.4854431,111.5856171
2/11/2025,2025-02-11T15:00:00,187.125,141.0473328,112.1907883
2/11/2025,2025-02-11T16:00:00,187.125,134.9142914,122.0394745
2/11/2025,2025-02-11T17:00:00,187.125,140.7016296,118.1052628
2/11/2025,2025-02-11T18:00:00,187.125,131.2614746,113.8292694
2/11/2025,2025-02-11T19:00:00,187.125,130.5874786,107.75
2/11/2025,2025-02-11T20:00:00,187.125,131.9885254,109.15625
2/11/2025,2025-02-11T21:00:00,187.125,129.967865,107.0365753
