timestamp,sid,shortdesc,rjn_siteid,rjn_entityid,value,,,
2025-03-06T00:30:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.68568802,,,
2025-03-06T00:35:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.03557205,,,
2025-03-06T00:40:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.33868408,,,
2025-03-06T00:45:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.67392731,,,
2025-03-06T00:50:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.69981766,,,
2025-03-06T00:55:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.19180679,,,
2025-03-06T01:00:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.6917572,,,
2025-03-06T01:05:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.52788544,,,
2025-03-06T01:10:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.23659897,,,
2025-03-06T01:15:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.12215042,,,
2025-03-06T01:20:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.83980179,,,
2025-03-06T01:25:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,60.99104691,,,
2025-03-06T01:30:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.2416153,,,
2025-03-06T01:35:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.00960159,,,
2025-03-06T01:40:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.61094666,,,
2025-03-06T01:45:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.96302795,,,
2025-03-06T01:50:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.78658295,,,
2025-03-06T01:55:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,63.10631561,,,
2025-03-06T02:00:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.13333511,,,
2025-03-06T02:05:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.09108353,,,
2025-03-06T02:10:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.67747498,,,
2025-03-06T02:15:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.41965485,,,
2025-03-06T02:20:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.32475281,,,
2025-03-06T02:25:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,61.28815842,,,
2025-03-06T02:30:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.04425812,,,
2025-03-06T02:35:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.48399734,,,
2025-03-06T02:40:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,62.68376923,,,
2025-03-06T02:45:00,2308,INFLU,47EE48FD-904F-4EDA-9ED9-C622D1944194,199,67.52456665,,,
